1016;840;3.3161831395301
643;980;1.63113
643;156;8.744
566;840;423.92
643;978;60.185
1019;840;0.00010564124234101
974;51;0.0063114
1035;840;3.4993053878805
980;860;0.0033457
974;840;2.5517
974;752;0.23849
974;203;0.104595
974;826;2.9597
974;949;0.1402
974;398;0.0054147
978;840;0.99960015993603
566;156;61.4417
1015;1050;26.497085320615
978;764;0.027240533914465
643;949;3.31213
1048;1050;344.06826314341
1048;840;0.016988860404233
978;156;0.14489183824275
156;949;0.3799
156;764;0.1881
156;643;0.115
156;978;6.879
398;392;3.39
398;752;44.09
398;203;19.33
398;826;546.81
398;980;12.77
398;860;0.043
398;51;1.175
1050;840;4.950014751044E-5
1050;978;4.9636166896648E-5
1050;156;7.0960807920021E-6
1050;826;5.72716693088E-5
1050;643;8.2354738738197E-7
1049;840;0.04950014751044
1049;978;0.049636166896648
1049;156;0.0070960807920021
1049;826;0.0572716693088
1049;643;0.00082354738738197
860;840;10930.01
826;156;0.12570394207562
1049;348;0.00012714765291256
1050;949;2.703178462112E-6
1050;348;1.2714765291256E-7
398;949;25.91
643;840;60.3425
1049;949;0.002703178462112
981;944;1.7129
1039;1050;170.34324163189
1045;840;0.00061929091190587
1045;1050;12.545005206177
51;840;404.59
51;974;158.56
51;860;0.037
51;980;10.96
51;643;6.7
1021;1050;13197.400112178
51;398;0.859
51;156;58.71
752;949;1
498;752;1.8071
643;826;71.385
752;643;0.095358
752;985;2.2764
752;578;1.072805
752;392;0.076631
458;704;0.000191
398;764;12.86
51;752;37.63
840;498;0.05164086792187
1044;1050;444.64206313917
1044;840;0.021965928648074
1016;1050;67224.631104837
1015;840;0.0013068299507129
458;784;1.220903
1043;840;0.0064990137746597
1043;1050;131.73494928204
51;392;2.884
980;980;1
1050;764;1.3564044344442E-6
1049;764;0.0013564044344442
156;392;0.049379
398;643;7.82
978;826;1.1564303308547
398;985;100.38
1046;840;0.01841868243797
566;978;424.0896
566;826;490.3907
1038;1050;451161.74148432
1038;840;22.221629645432
1021;840;0.64334332659967
1039;840;0.0084091205321291
1046;1050;372.78657968313
643;398;0.127564
1023;840;0.23301316547686
643;51;0.148829
156;356;0.086644
985;840;4.7276
156;360;0.000464
348;840;400.04
1023;1050;4718.7840637225
1019;1050;2.1417862497323
981;784;0.79053
498;981;6.6789
981;51;0.00718
1036;1050;12958.403524686
1036;840;0.63981573306888
1037;1050;2197.8021978022
1037;840;0.10872590633916
1027;1050;319601.13778005
1027;840;15.787649795195
1026;1050;892.93686936334
1026;840;0.044198445717458
1024;1050;44056.745087673
944;392;0.012111
1024;840;2.1760609575604
1040;840;0.016760258744875
752;356;0.134726
498;944;11.4267
1035;1050;70886.793790317
944;980;0.0463
944;972;0.1665
1028;1050;11049.113308657
1028;840;0.5458625529009
944;974;0.6735
944;36;1.1539
1029;840;0.21910964794557
1029;1050;4434.1965235899
944;978;1.6948
458;36;3.0456
458;124;3.4108
1030;1050;6395906.6197634
944;949;0.0933
1030;840;320.81358324711
1031;1050;67610.966498766
944;643;0.0284
1031;840;3.3417936409009
643;974;23.655
643;860;0.00551116
840;860;9.1247617296365E-5
840;156;0.14477646513783
840;974;0.39609278235771
840;840;1
840;1050;20083.860561452
840;398;0.0021231196174446
840;980;0.027072251589148
840;764;0.027227855272187
840;643;0.016590627947636
840;566;0.0023690846376027
840;51;0.0024749319770515
840;826;1.1560052158955
840;978;0.99905389596053
348;980;10.83
348;949;21.96
348;764;10.89
348;752;37.12
348;643;6.64
348;985;84.67
944;985;0.3593
348;578;39.95
348;458;89.21
348;392;2.8505
348;356;5.01
348;360;0.0269
1010;1050;704225.35211268
1032;826;0.0041152263374486
1032;1050;71.926922246997
978;356;0.012559737250297
458;156;0.6493
1050;356;6.1586787648491E-7
1049;356;0.00061586787648491
398;578;47.17
51;356;5.07
458;978;4.4648
643;356;0.754183
