952;ExLine;;0;190518
954;EggChange;;0;27615900
961;MyBTC;;0;32983002
960;Crybex;195257639270;0;24880119
959;ExchangeKey;;0;45007222
953;Livex;;0;0
956;Обменко;;0;4373175
958;24Zone;;0;31780755
962;StyleBTC;;0;332301
963;Global-Ex;;0;486453
955;AlfaBit;;0;59346684
966;BlaBlaChange;;0;161828377
964;ExBase;;0;681005
967;КриптоОбмен;;0;3119159
981;WMChanger;;0;7688557
1016;Банкир;;0;0
997;CoinJoin;;0;23829890
985;Tuco;;0;11341855
983;Bitality;;0;402310107
968;CryptoMax;;0;106909034
973;Number1;;0;7123156
977;CityBit;;0;7316185
984;Cash-Bit;;0;5687832
969;4Money;;0;40162815
994;TipTopObmen;;0;59762367
976;ChangeProject;;0;362662745
992;OneMoment;;0;441091220
970;AlfaChange;;0;74486796
987;Itez;;0;4011477
982;WxMoney;;0;33642696
974;BestKurs24;;0;1091592
980;GrandChange;;0;403089339
975;PremierCash;;0;609253
1011;IChangeOne;137024936562;0;1878364
999;LetsPay;;0;1188848
1003;Crypto-Market24;;0;0
998;Момент;;0;30563
1027;Nordex;;0;4514776
1040;HiExchange;209080513788;559;470950
1013;AvanChange;359556728149;0;31378986
1008;BroExchange;;0;32698731
1005;EezyCash;594705036984;3;23709160
1006;Сова;;0;264735244
1002;ExCenter;;0;2329762
1001;CatBit;;0;3067920
1000;BazaObmena;;0;13006087
1007;Platex;;0;0
1014;Coin24;;0;8454613
1015;ТочкаОбмена;512160110371;0;63197
1020;Bit2Cash;;0;1599158
1010;Coinumm;;0;863685
1032;Crypto-Bank;;0;222740
1026;Ripae;;0;373165
1021;Крипта;;0;178508167
1009;CryptoShopping;;0;16850
1029;SwiftChange;;0;17408515
1004;ExWm;910856141988;546;10710
1038;Обама;455223738561;227;4259295
1036;CoinCat;;0;11568963
1028;BTCSale;;0;8567847
1023;UnioChange;;0;13856778
1033;CosmoChanger;;0;31677339
1025;GlobalBits;;0;38066831
1035;CryptoXchange;;0;4689557
1024;Just-Exchanger;;0;0
1037;Crypik;;0;5149274
1034;ClickPay;285857469245;41;11405584
1047;Money-Office;;0;8767706
1046;Муха;;0;239435
1045;AgCash;;0;3881454
1044;BitBong;;0;13186143
1041;AnyExchange;;0;13282448
1081;DotSatoshi;;0;11780009
1042;CoinBox;;0;166499
1049;BlaBlaMoney;;0;24766102
1050;Kursov24;;0;32587951
1054;24BitBank;;0;503317
1053;ATMExchanger;;0;965654
1059;ОбменкаSU;;0;42062
1052;Artek-Exchanger;;0;1941194
1057;Fly-Pay;206304305615;79;1024151
1056;First-BTC;;0;19009784
1062;FlyObmen;;0;32621
1051;КриптоКасса;;0;425541
1061;Adb;;0;125165081
1069;Clean-Exchange;;0;1057875
1060;CryptoStrike;;0;54842362
1063;Оборот;;0;470648
1067;InstaBit;557452850931;0;30826
1066;1Million;;0;154630
1074;CoinBlinker;;0;14893411
1070;Монеткин;;0;41151704
1071;CoinDrop;;0;555363
1072;N1ex;;0;21986
1073;IziBTC;;0;117560037
1079;WMZSale;111804423672;466;1670990
1078;AtPayz;806980557044;126;1429336
1080;BTCKassa;;0;541878
1094;SCSObmen;951426373513;90;64443
1085;NateBit;;0;23359375
1084;Easy-Change;;0;73833
1083;ExpressMoney;;0;509678
1092;Cash2Pay;;0;0
1096;BTCWorm;;0;12003680
1087;CryptoKarma;;0;2510912
1086;ExchangeForMe;;0;0
1089;AllTop;;0;2102417
1088;Swap-Exchange;;0;50559
1095;YaObmen;;0;1899889
